제목,본문,목표가,투자의견,작성일,증권사
낮아진 기대치에는 부합할 듯,"2분기와 유사한 실적 흐름 전망
3분기 연결 매출액과 영업이익이 각각 4,652억원(+7.1% yoy), 679억원(+3.8% yoy)으로 추정된다. 안정적인 투입 원가 흐름은 긍정적이나, 국내외 광고선전비와 판매 수수료 등 판관비 증가세가 이어지며 이익 증가폭이 크지 않을 전망이다. 2분기 실적 발표 이후 낮아진 시장 기대치(4,591억원 / 681억원)에는 대체로 부합할 전망이다.","110,000",매수,24.09.25,IBK투자증권
10월 전략 - 리레이팅 가능성에 주목할 시점,"매수 유지, 목표가 7만원으로 유지, 12개월/10월 통신서비스 업종 최선호주로 제시
SKT에 대한 투자의견 매수, 12개월 목표가 7만원을 유지한다. 또 통신서비스 업종 내 12개월 및 10월 Top pick으로 제시한다. 추천 사유는 1) 통신 3사 중 유일하게 양호한 실적 흐름을 이어가고 있어 2024년 연결 영업이익 성장이 유력하며, 2) DPS 추정치를 기준으로 보면 배당 투자 매력도가 높고, 3) 경기 둔화 우려 증가, 방어주 선호도 상승 등 국내 주식 시장 투자 환경을 감안하면 수급상 우위를 지속할 수 있을 것으로 판단되기 때문이다.","70,000",Buy,24.09.25,하나증권
"실적, 수주, 현금흐름에 주목","3Q24 영업이익, 컨센서스 +10% 상회 전망
3Q24 매출액 2.5조원(YoY +1%), 영업이익 2,044억원(YoY +33%, OPM 8.2%)을 기록하며 영업이익은 컨센서스를 +10% 상회할 것으로 추정. 1Q23-2Q24 최근 6개 분기 중 3Q23을 제외한 매분기 정산이익이 발생함에 따라 추세적으로 낮아지고 있는 원가율을 반영하면 실현 가능한 수익성이라고 판단. 이에 따라 '24년 연간 영업이익은 연초 제시된 가이던스 8,000억원(OPM 8.0%)을 +16% 초과할 전망","38,000",Buy,24.09.25,유안타증권
턴어라운드 시점은 연말에서 내년으로,"3Q24, 유럽 전기차 수요 둔화 영향
솔루스첨단소재의 3Q24 매출액 1,309억원(QoQ -12.3%), 영업이익 -121억원(QoQ 적자지속), OPM -9.2%(QoQ -2.2%p)로 컨센서스(매출액 1,516억원, 영업이익 -78억원)를 하회할 것으로 전망한다. 미국 전기차 수요 및 북미 고객사향 동박 출하량은 견조하나, 유럽 전기차 수요 감소에 따른 주요 고객사의 유럽 배터리 공장 가동률 하락으로 인해 전지박 부문의 3분기 매출액은 497억원(QoQ -25.6%)를 기록할 것으로 예상한다. 동박 부문은 하이엔드 동박 공급 확대로 인해 487억원(QoQ -3.0%)으로 전망한다. 수익성은 전지박 출하량 감소와 헝가리 Phase2 선제적 투자로 인한 고정비 부담으로 적자가 지속될 것으로 예상한다.","20,000",매수,24.09.25,IBK투자증권
베이커리 부문 회복 전망,"양호한 실적 전망
3분기 연결 매출액과 영업이익이 각각 8,795억원(+2.0% yoy), 229억원(+8.6% yoy)으로 추정된다. 유통 부문의 부진이 이어지겠지만, 베이커리 및 푸드 부문 개선으로 컨센서스(8,962억원 / 228억원)에 대체로 부합하는 양호한 실적이 예상된다.","74,000",매수,24.09.25,IBK투자증권
10월 전략 - 이젠 장기 투자로 접근하세요,"투자의견 중립/목표가 13,000원 유지, 단기 횡보/장기 주가 상승 전망
LGU+에 대한 투자의견 중립을 유지한다. LGU+ 주가 상승이 나타나라면 결국 실적 회복이 가시화되거나 이익 성장 기대감이 높아져야 하는데 회계적 이슈로 올해까진 실적 부진이 불가피하며 요금제 개편을 통한 장기 실적 호전 기대감이 올라오기엔 너무 이른 감이 있기 때문이다. 2025년으로 해가 바뀌어야 LGU+ 회계적 부담 경감과 더불어 장기 실적 호전 기대감이 높아질 수 있을 것이므로 LGU+ 매수를 고려하고 있는 투자가라면 2025년말까지 보유를 염두에 둔 매수 전략을 추천한다. 당분간은 LGU+ 주가 횡보 가능성이 높다는 판단이다.","13,000",Neutral,24.09.25,하나증권
10월 전략 - DPS 증가 확신 커지며 주가 오를..,"투자의견 매수/TP 50,000원 유지, 여전히 투자 전략은 매수
KT에 대한 투자의견 매수, 12개월 목표가 5만원을 유지한다. 추천 사유는 1) 3분기 연결 영업이익이 YoY 유의미한 증가세를 기록할 것으로 예상됨에 따라 2024년 연간 연결 영업이익이 전년도 수준으로 양호하게 발표될 전망이고, 2) 자회사 배당금 유입분을 배당 재원으로 활용할 것으로 경영 방침을 바꾼데 이어 부동산 자회사 대규모 분양 수익 발생에 힘입어 2025~2026년에도 연간 주주이익환원 규모가 올해 수준인 7천억원 수준을 유지할 것이며, 3) 외국인 한도가 1.3%로 감소해 자사주 소각 대신 배당금 증가가 이루어질 가능성이 높은데 추정 DPS 2,800원을 감안하면 주가가 많이 오르지 못한 상황이기 때문이다. 7월 이후 KT 주가 전망을 긍정적으로 변경하고 8월 공식 투자 의견을 매수로 변경한 사유는 크게 2가지였다. 첫번째는 KT가 SKT처럼 자회사 배당금 유입분을 배당 재원으로 활용할 것이라 단기간에 배당이 크게 증가할 수 있을 것이란 점, 둘째는 새로운 경영진이 방대하게 사업을 확장하기 보단 내실을 추구하는 수익성 위주의 영업에 나설 것이란 점 때문이었다. 현재까지 대략 2개월이 지났지만 예상보다 배당과 수익성에 대한 믿음이 커지는 양상이다. 여전히 매수로 대응할 필요가 있겠다.","50,000",Buy,24.09.25,하나증권
안전한 선택지 중 하나,"투자의견 BUY와 목표주가 28,000원 유지
투자의견 BUY와 목표주가 28,000원(12개월 Forward 기준 P/E 12배) 유지. 동사는 올해 12월 23일 편의점과 슈퍼 사업을 영위하는 GS리테일(존속법인)과 호텔 사업을 영위하는 GS P&L(신설법인)로 분할 재상장 예정. 편의점 사업의 성장성이 둔화되고 있으나 그 외 사업부의 실적 안정성과 높은 배당성향(40%) 등을 고려한 안전한 선택지로서 투자 매력 존재","28,000",Buy,24.09.25,대신증권
NDR 노트: 짐펜트라의 속도/CDMO의 목적,"NDR 노트: 장기적인 성장을 이끌 신제품 포트폴리오와 CDMO 사업 확대
당사는 9/24~9/25의 일정으로 셀트리온 기관 NDR을 진행, 투자자 미팅을 통해 시장의 주요 관심사와 관련 업데이트를 진행했다. 이목이 집중되는 내용은 1)하반기 짐펜트라의 매출, 2)CDMO 사업 확대 및 3)신약/벨류업과 관련 내용으로 요약할 수 있다. 하기는 주요 Q&A 및 시장 소통을 바탕으로 당사의 전망을 기재한 내용이다.","260,000",Buy,24.09.26,iM증권
무릎을 꿇은 건 전력을 다하기 위함,"투자의견 ‘매수’ 유지, 목표주가 490,000원으로 기존 대비 63% 상향
HD현대일렉트릭에 대한 투자의견 ‘매수’ 유지, 목표주가 490,000원으로 상향한다. 고마진 지역 수주 및 매출을 반영, 25년 추정 EPS(기존대비 47%↑) 및 Target P/E(기존 23배→25배) 상향 조정으로 목표주가를 기존 300,000원에서 490,000원으로 63% 상향한다. 미국 비중이 높은 강력한 수주잔고(2Q24: 60%)를 바탕으로 분기별로 계절성 영향은 상존하나 24-25년 모두 호실적을 기록할 것으로 전망한다. 또한, 30%가 넘는 우수한 ROE와 함께 안정적인 내부 원가 관리와 선별적 수주 전략으로 20%대의 높은 영업이익률은 지속 가능하다고 판단한다.","490,000",매수,24.09.26,미래에셋증권
배전의 강자를 넘어 초고압까지,"투자의견 ‘매수’ 및 목표주가 210,000원 제시
LS ELECTRIC에 대한 투자의견 ‘매수’, 목표주가 210,000원으로 커버리지를 개시한다. 25년 추정 EPS 11,400원에 동사와 유사한 사업구조를 가진 글로벌 기업 ABB의 25년 추정 EPS 기준 P/E에서 15% 할인율을 적용해 산출하였다. ABB는 동사와 동일하게 전력기기, 자동화 사업 포트폴리오를 가지고 있어 사업 구조가 유사하다. 다만, 매출 규모의 차이 및 동사의 경우 내수 비중이 높은 점을 고려해 적절한 할인율을 적용하였다.","210,000",매수,24.09.26,미래에셋증권
조금 이르지만 2025년에 거는 기대,"0.9배를 하단으로 삼은 트레이딩 전략 유효
목표주가를 기존 32.5만원에서 29.5만원으로 하향한다. 12MF BPS 245,883원에 지난 10년간 연간 중-하단 P/B의 평균인 1.2배를 목표로 한다. 아울러 24년과 25년의 EPS 추정치를 공히 -9% 조정하였다. 계획 대비 달러가 약하고, iPhone 초기 수요도 당초 예상을 하회하는 분위기임을 감안하였다. 현 주가는 12개월 트레일링 P/B 기준 1.0배다. 역사적으로 0.9배는 적자 구간에서도 지켜진 바텀이므로, 이를 하단으로 삼은 트레이딩이 유효한 것으로 판단한다[그림10].","295,000",Buy,24.09.26,iM증권
"전선과 변압기, 두 마리 토끼","투자의견 ‘매수’, 목표주가 30,000원으로 커버리지 개시
일진전기에 대한 투자의견 ‘매수’, 목표주가 30,000원으로 커버리지를 개시한다. 25년 추정 EPS 1,700원에 Target P/E 17배를 적용해 산출하였다. Target P/E는 글로벌 Peer의 평균 PER(19배)에 10%의 할인율을 적용하였다. 글로벌 Peer는 주요 전력 케이블사 및 전력기기 기업들로 선별하였으며, 매출 규모와 시장점유율을 고려해 할인율을 산정하였다. 동사는 19-23년 5년간 연평균 매출 성장률 13%로, 글로벌 Peer들과 견줄 정도의 높은 성장세를 보여주고 있다.","30,000",매수,24.09.26,미래에셋증권
다행인 점과 아쉬운 점,"낮은 재고, 더딘 수요 개선, 제한된 영업 레버리지
목표주가를 기존 20만원에서 18만원으로 하향조정한다. 12MF BPS 114,701원에 10년 평균 P/B 1.55배를 적용했다(vs. 기존 중-상단 P/B 1.75배 적용). 아울러 ‘24년과 ‘25년의 EPS 추정치를 각각 -8%, -11% 조정했다. 업황 개선이 더딘 가운데 MLCC 실적의 YoY 모멘텀이 약화되고, 과거와 달리 가동률 개선에도 불구하고 영업레버리지가 덜하며, 달러 환율이 예상보다 빠르게 하락함에 따른 영향 등을 반영했다. 현 주가는 12MF P/B 기준 1.18배로 밴드 하단에 위치하여 있고[그림13, 14], 단기 실적 모멘텀은 아쉬우나, AI, 전장 중심의 사업 포트폴리오를 개선 방향은 유효하다. 중장기 관점에서 접근이 유효한 것으로 판단한다.
① MLCC 출하와 판가: 3Q24 MLCC 출하량을 기존 전망 대비 소폭 하회한 +8% QoQ로 추정하며, 가동률은 90%에 근접할 전망이다(1Q24 80%, 2Q24 85%). PC, 스마트폰 수요 개선이 더딘 편이나, 애초에 사측의 출하 가이던스도 보수적이었다. ASP는 달러 약세 영향을 받을 전망이다. 당초 Flat QoQ를 예상했으나, 이제는 -1.5% QoQ으로 추정한다. 컴포넌트 OPM 추정치도 기존 14.3%에서 12.7%로 하향한다.
② 다행인 점과 아쉬운 점: 다행인 점은 재고일수가 전 분기와 유사한 30일 수준으로 파악되어, 적정 레벨인 40일을 하회하고 있다는 것이다[그림6]. 수요 전망에 있어 MLCC 업체도 조심스럽고 세트 업체도 조심스럽다 보니 실수요에 기반한 제한적인 공급만 이루어지고 있다. 이는 급격한 재고 조정 가능성을 낮추는 요인이다. 선제적인 비축 움직임이 있었던 메모리와는 다른 양상이다. 다만, 아쉬운 점은 수요 개선이 더디다 보니 YoY 모멘텀이 둔화되면서 밸류에이션에 불리하게 작용하고 있다는 것이다 [그림7~9]. 또한 90%에 육박하는 가동률에도 불구하고 과거 대비 수익성 개선의 탄력이 떨어지는 점도 아쉽다[그림10]. 엔저 이후 점유율 수성을 위한 판가 경쟁 여파로, 영업 레버리지 효과가 제한되는 것으로 보인다.
③ 중장기 MLCC 기회요인: 중장기적으로 AI가 인프라에서 디바이스 단까지 고부가 MLCC 수요를 견인할 것임은 의심의 여지가 없다. 아울러, ADAS 고도화, 전동화 역시 견고한 투자포인트다. 특히, HEV에는 EV에 필적하는 수준의 MLCC가 탑재되는 것으로 파악된다. 전체 MLCC 매출에서 산업용(서버 포함) MLCC와 전장용 MLCC의 합산 비중은 ‘23년 37%, ‘24년 39%, ‘25년 42%로 꾸준히 확대될 전망이다[그림11, 12].(이미 2Q24 당시 비중이 40%에 달했음)
④ 반도체기판 동향: 지난 상반기를 되돌아보면, 감가상각비 부담을 언급한 FC-BGA 업체들이 많았고, 이는 동사도 마찬가지였다. 가동률 개선을 통한 고정비 부담 상쇄가 필요한 상황인데, 이를 위해서는 PC 시장이 회복되거나 신규 거래선/제품군 확보가 필요하다. PC는 남은 연말까지도 개선이 더딜 것으로 전망되며, AI 가속기용 기판은 계획대로 4Q24부터 양산되어 ‘25년 실적 개선에 이바지할 전망이다.","180,000",Buy,24.09.26,iM증권
"과도한 저평가, 전 사업부 성장 모멘텀 주목","3Q24 영업이익 2,292억원, 예상치 소폭 하회할 전망
3Q24 매출액 2조 6,723억원(+4% QoQ, +13% YoY), 영업이익 2,292억원(+10% QoQ, +25% YoY)으로, 시장 기대치(2,526억원)를 소폭 하회할 것으로 전망한다. 원/달러 환율 및 스마트폰 중심의 IT 세트 출하가 예상 대비 부진한 영향이며, 원/달러 환율 10원 하락 시 동사의 분기 영업이익은 약 50억원 감소하는 것으로 추정된다. 한편 AI 서버용 MLCC 수요 강세는 여전히 지속되며 타이트한 수급 상황이 나타나고 있는 것으로 파악된다. 컴포넌트 사업부의 영업이익률은 13.3%(+1.1%p QoQ, +2.9%p YoY)로, 9개 분기내 최고치를 기록할 전망이다. 패키지 기판은 업황 부진에도 고객사 내 점유율 확대에 힘입어 실적이 개선되고 있으며, FC-BGA 내 서버 비중 또한 지속 확대되고 있는 점은 괄목할 만하다. 동사의 FC-BGA 내 서버 비중은 올해 약 25%에서 내년 30~40%까지 확대될 전망이다.","210,000",Buy,24.09.26,키움증권
앞으로 좋아질 그림,"투자의견 ‘매수’ 및 목표주가 460,000원으로 커버리지 개시
효성중공업에 대한 투자의견 ‘매수’, 목표주가 460,000원으로 커버리지를 개시한다. 현재 동사의 기업가치를 주도하고 있는 중공업 부문의 향후 이익 성장을 반영, 25년 추정 EPS 28,800원에 Target P/E 16배를 적용해 산출하였다. Target P/E는 HD현대일렉트릭의 12개월 선행 P/E(18배)에 10%의 할인율을 적용하였다. 근거는 Peer 대비 중공업 부문의 상대적으로 느린 매출 성장률과 수익성 개선 속도이며, 건설 부문의 낮은 성장성을 고려했다.","460,000",매수,24.09.26,미래에셋증권
